,sepcv001T1,sepcv002T0,sepcv003T0,sepcv004T0,sepcv005T0,sepcv006T0,sepcv007T1,sepcv008T1,sepcv009T1,sepcv010T0,sepcv011T0,sepcv012T1,sepcv013T1,sepcv015T1,sepcv016T1,sepcv017T0,sepcv018T1,sepcv019T0,sepcv020T0,sepcv021T0,sepcv022T0,sepcv023T1,sepcv024T1,sepcv026T0,sepcv027T0,sepcv028T1,sepcv029T1,sepcv030T1,sepcv031T1,sepcv032T1,sepcv033T1,sepcv034T1,sepcv036T0,sepcv037T0,sepcv039T1,sepcv040T1,sepcv041T2,sepcv042T0,sepcv043T1,sepcv044T0,sepcv045T1,sepcv047T1,sepcv048T1,sepcv049T1,sepcv050T1,sepcv051T1,sepcv052T1,sepcv053T1,sepcv054T1,sepcv055T1,sepcv056T1,sepcv057T1,sepcv058T1,sepcv059T1,sepcv060T1,sepcv061T1,sepcv062T1,sepcv063T1,sepcv065T0,sepcv066T1,sepcv067T1,sepcv068T1a,sepcv069T1,sepcv070T1,sepcv071T1,sepcv072T1,sepcv073T1,sepcv074T1,sepcv075T1,sepcv076T1,sepcv077T1,sepcv078T1,sepcv079T1,sepcv080T1,sepcv082T1,sepcv083T0,sepcv084T0,sepcv085T1,sepcv086T1,sepcv087T1,sepcv702W1,sepcv703W1
RAB32,8.517486,9.560714,8.842764,9.439694,9.351828,8.993704,9.666418,7.769758,11.652455,7.998667,8.62937,9.737552,9.786367,11.135151,9.23648,7.312516,10.081046,9.218123,8.051631,9.616377,10.333412,9.806959,10.454995,7.918652,9.774947,7.972169,8.668819,8.901557,8.915944,8.696345,7.200391,9.710213,7.768966,10.565898,8.987377,9.353502,10.544171,9.553568,7.58399,8.435337,8.04738,8.331444,7.769809,9.401324,8.884773,9.123948,8.181146,10.692922,9.506748,9.253864,7.662207,6.9618,8.922858,8.857459,10.109359,10.088305,9.72143,10.469968,8.619087,7.871922,9.019429,10.369129,9.295217,8.330395,9.279708,7.582349,9.929385,8.498307,9.009551,8.658042,9.255593,8.322497,8.660127,8.371726,9.098576,8.621456,8.467334,8.308128,8.556875,9.233384,8.560713,8.498128
ARG1,4.552988,7.376354,11.070404,9.447785,8.509576,8.45887,6.37559,7.350965,12.257105,5.08592,4.638741,10.364655,10.725501,10.702993,9.135559,7.361162,8.934716,10.568187,5.657436,10.231247,11.219419,11.864042,10.315993,7.140756,10.084063,8.102166,7.703721,8.588831,6.130203,7.917534,3.768626,9.531119,8.94019,10.256217,7.146739,9.774134,10.584261,6.722359,6.515411,6.935062,5.413898,3.980384,7.171833,10.230444,8.418285,11.31165,7.225313,10.148369,10.749498,8.071538,5.402674,5.596116,7.653123,5.282703,7.652912,8.829966,10.286244,11.120237,8.225876,8.705545,7.20661,8.790934,6.703754,5.140638,8.757746,7.158616,8.787014,9.931083,11.308888,8.578918,6.642017,8.08033,10.610997,8.927206,8.908727,10.726781,6.598007,10.620732,10.461312,9.525296,5.999108,6.870536
IFI27L2,5.924468,6.203753,6.072754,5.151478,6.304481,5.833938,7.752804,4.462481,6.348317,5.928449,6.266385,6.042358,5.802683,5.53575,5.900499,4.909352,6.289018,6.024119,6.074757,5.646007,6.460581,5.285369,6.62963,4.571337,5.329019,5.012975,6.290105,5.405371,5.250829,6.198772,5.618815,6.824926,6.410193,5.783605,6.978018,5.606766,5.672787,6.103732,4.766631,5.684824,5.828666,6.063668,5.286284,5.289644,5.748191,5.166001,6.819418,6.055225,6.6081,5.055404,5.316506,5.086564,5.495867,6.397268,5.347398,5.889095,5.387207,5.358585,5.911319,5.130861,5.895602,5.551252,6.60273,5.983597,5.509821,5.161253,4.982503,5.387299,6.00118,7.623853,6.702554,6.16857,5.737812,5.823076,4.993819,5.448552,5.517505,5.885908,5.424143,5.713803,5.394834,6.795588
PYROXD2,5.507511,5.22169,4.214173,5.093244,5.66646,6.466829,5.03973,5.715432,3.98705,6.077338,5.792304,4.773751,3.994213,4.951075,5.85732,5.324031,5.693658,4.963022,5.205475,5.398089,5.047273,4.358807,5.15054,5.261955,4.295535,5.028095,5.887942,4.544046,6.131018,4.729015,5.594826,4.217533,4.98716,4.809552,5.727536,4.849736,5.044583,4.892605,5.518943,5.436971,5.055627,4.711869,5.907137,4.837583,4.928972,5.609211,5.222978,5.244491,4.546233,5.331553,5.906189,6.362452,5.222506,5.625923,5.979482,5.708898,4.128039,4.457382,3.97656,5.836533,5.331148,5.4098,5.960026,5.762764,5.497516,4.754971,5.272572,4.709824,6.199763,4.609165,6.034169,5.7403,6.179782,4.913214,5.025815,5.599356,5.812674,6.059978,4.664104,5.102882,5.296173,5.947642
CRY2,6.853442,7.237139,6.423155,6.903923,6.613864,6.76695,6.958645,7.12324,6.174835,7.67124,7.234226,6.589115,6.380311,6.123805,6.919305,6.757193,6.686457,6.477777,7.156519,6.603889,6.648418,6.863406,6.820387,7.173781,6.703846,7.175362,7.022924,7.040093,7.066678,6.809398,7.600178,7.373047,6.821381,6.838877,7.131251,6.465405,6.462298,7.186649,7.567165,7.637284,7.0355,7.101538,7.018425,6.860005,7.125058,7.506101,7.146193,6.829241,6.535809,6.914986,7.597603,7.778045,7.492606,7.060093,7.083822,7.031593,6.438155,5.937121,6.474471,7.093002,6.896869,6.754386,7.584707,7.584397,6.783499,7.980895,6.337308,7.197749,7.857718,6.882814,7.504928,6.555042,6.994519,6.983611,7.051451,7.394959,7.237071,7.100977,6.868622,6.635281,7.546316,7.9233
P4HA1,7.917284,7.92654,8.80272,8.677409,7.753673,7.577504,7.758353,7.74054,8.420494,6.944571,7.207115,7.408792,8.074299,7.90027,8.20369,8.313383,7.709854,8.639434,8.376522,8.072123,8.118154,8.878218,8.944011,7.86989,9.091887,8.097735,7.52605,8.311961,7.687291,8.125298,7.711623,8.104393,7.060075,7.818305,7.330992,9.117481,7.939576,7.769289,7.99403,7.950055,8.07306,7.647497,8.08013,8.608921,7.427574,8.961873,7.096083,7.206157,9.085125,8.377886,7.926432,7.729563,8.165105,7.34834,7.756269,8.187435,8.704167,8.018938,7.927756,7.325127,8.297938,7.064185,6.711285,7.512667,9.007185,6.848768,8.749252,8.755197,7.789208,7.732571,6.600921,8.194659,8.952506,8.522618,7.83157,7.513902,7.208447,9.440866,9.350838,8.954898,7.455276,7.208907
SARDH,3.672816,2.523006,1.276595,2.737516,3.550421,3.385714,3.971371,2.635868,2.105148,2.780113,3.406534,2.639807,2.439982,2.069104,2.503681,3.672512,2.39853,2.136553,3.146333,2.783264,2.641823,3.08393,3.848315,4.064563,2.332094,2.181833,4.111552,3.412303,3.910224,3.655953,5.440108,2.947089,3.422816,2.115188,3.928439,2.785955,3.631012,3.441263,4.141026,3.473717,3.053177,2.405534,3.971397,1.276595,3.617699,2.142202,3.269608,2.475165,2.186563,3.008899,3.093811,3.877963,3.590832,2.424932,2.789246,3.402922,2.924045,3.094966,2.803537,3.425549,3.115906,3.686637,5.629626,3.608768,3.122288,1.276595,2.351298,2.547363,3.275837,2.590621,3.486006,2.419622,3.831047,3.109084,3.40484,4.496944,3.277694,3.11063,2.084726,2.360594,3.817767,3.896263
SIRT5,6.028697,5.969498,8.19812,7.160268,6.333379,7.039189,5.888517,6.117218,8.293343,6.338624,5.984766,7.544974,8.045453,8.160194,6.575053,6.25724,7.450607,7.721072,6.370897,7.898609,8.054008,7.896049,7.502045,6.269467,7.391426,6.320252,6.646076,6.250386,6.115022,5.862778,6.172315,6.227883,6.268827,7.467379,6.203895,6.935919,7.811865,7.738108,6.398531,6.112405,5.9967,6.151738,6.299401,7.13824,6.310223,7.432719,5.8896,8.564573,8.324034,6.067383,6.361976,6.298618,6.056011,6.562719,6.464738,6.900851,6.599886,7.684288,5.980147,6.254409,5.795959,8.124837,6.028162,5.993564,5.907149,6.60849,7.17931,6.419109,7.727841,7.803806,6.386346,6.394735,7.472223,6.157906,6.443903,8.003582,6.234088,7.902579,7.280419,6.965296,5.994072,6.322126
CLYBL,4.227204,4.595775,3.253887,4.09294,4.086624,3.662634,4.566682,4.338712,4.178873,4.608813,4.988745,3.996091,4.34365,2.906552,3.25184,5.587369,4.015261,3.775081,4.087533,3.756435,3.862862,4.211584,2.159017,5.357947,3.6053,4.877975,4.179017,4.756371,2.870626,5.086486,5.435145,3.525904,4.809742,3.721745,4.099024,3.938799,3.206941,3.540549,4.361884,3.922153,5.032902,4.364798,4.700516,4.296463,4.250588,4.366562,4.557747,3.878349,2.628925,4.341799,4.016817,5.851283,4.744921,3.783579,2.72098,4.489409,4.132479,3.849905,4.62608,5.470691,3.798023,3.319179,4.853233,4.661899,3.792476,6.450789,3.830896,4.647177,3.910323,4.535295,4.726964,4.63461,5.045249,3.996805,4.486837,4.902156,4.90798,3.021033,3.900895,4.554503,4.778633,5.074688
NDUFA1,7.54529,7.388398,8.364072,8.121432,7.077778,8.310938,7.986152,8.08889,8.889982,6.783754,7.281721,8.336051,8.071576,9.332822,8.314715,8.201079,8.695677,8.129041,6.393931,7.705967,8.565063,8.262727,8.519625,6.826604,7.455094,7.203701,6.440858,7.035719,7.957323,7.998331,7.929018,8.388068,8.137453,7.341648,8.325841,8.224372,7.86556,8.430064,7.334603,7.430205,6.785936,8.174374,7.968336,7.398567,7.03559,6.987762,8.215452,6.610743,8.63536,7.297654,6.61644,7.907857,7.957493,7.767969,6.947433,7.401352,7.716382,8.538815,8.00036,7.290994,7.288901,6.705443,5.302495,6.319416,7.931204,6.863392,8.009144,7.632518,8.656701,7.903579,5.512118,8.025111,6.996823,7.80652,7.204457,7.394448,7.111471,7.983136,7.576515,7.928355,6.032939,5.62788
ROMO1,4.930635,5.68061,5.771742,4.723657,5.73232,5.675881,6.283008,5.339233,7.500823,5.683268,6.036068,6.202366,5.689971,7.431949,5.780142,5.004012,5.564872,6.364075,4.808992,5.851614,6.403799,6.906149,6.611103,4.489257,6.000091,5.344481,4.41301,4.447913,5.78127,6.041821,5.430206,6.502409,5.294238,5.833419,6.15652,5.404749,5.965477,6.050622,4.28776,5.304909,4.975342,5.269071,5.259707,4.606949,5.117237,4.910918,6.820342,5.518208,6.082126,5.592541,4.88972,4.390371,6.058298,6.074476,6.033155,6.029552,5.438496,5.447399,5.491645,4.696742,5.811179,6.016446,5.652973,5.00902,5.757033,4.946092,5.040147,5.359588,6.089744,6.25483,5.612202,5.707847,5.56099,4.823301,4.896336,5.296424,5.89452,4.054975,5.296494,5.641823,4.905879,5.652949
PRDX5,8.779654,11.3054,10.342062,9.251912,10.015853,9.236472,10.239927,11.310659,11.163956,8.924028,9.998654,9.653838,10.2005,10.929202,10.479722,9.736095,10.394471,11.023535,8.683583,9.422399,9.959245,10.23474,11.044448,9.363557,10.318506,9.648262,8.84639,9.667286,11.401234,11.394723,9.300079,9.957306,9.560557,10.198351,10.475045,9.611417,10.591901,10.806551,8.985057,9.281338,9.607897,8.946867,8.781639,10.481431,9.888099,9.55778,9.680874,10.012273,10.131653,10.271815,8.551263,8.524808,9.41081,9.64409,10.38588,10.182805,10.701072,10.153458,10.543596,9.259252,9.249486,10.418546,9.469564,8.856437,10.724058,9.795292,9.937789,10.577823,9.540011,9.305492,9.878317,9.329392,10.483705,9.482352,10.200658,8.906048,9.219927,8.59547,9.417041,9.603768,9.227619,9.41421
DLGAP5,6.703519,2.495716,5.927354,3.85358,6.11866,5.292275,5.259374,5.424723,6.927908,5.251764,4.736504,4.601678,4.333349,5.730869,3.603243,4.68431,4.807711,6.908063,5.302757,3.546868,4.039183,6.299002,2.619133,2.66696,6.959154,7.044428,4.847056,4.943212,4.275202,3.95835,3.378956,5.073764,7.614205,2.851334,4.933764,6.835961,3.526644,5.215008,3.429104,3.697914,4.578555,6.434604,4.0366,4.039085,5.541559,3.679101,6.463182,4.462935,7.609667,4.704039,4.828814,2.823401,2.386079,6.410934,5.350388,5.006214,4.600485,4.865885,7.203434,4.570485,3.790273,4.07068,3.898496,4.853013,2.760651,2.712099,3.838084,3.145732,4.788735,6.242133,4.302233,7.315555,4.796666,2.940124,4.762872,2.701918,2.554628,4.274876,8.173604,2.738953,4.20952,4.062606
PLAAT1,2.656138,3.545604,2.573693,2.657117,3.900987,1.99442,3.837063,1.982244,2.100776,1.371835,3.539405,3.115893,2.792266,2.557949,2.451395,2.840114,3.528456,4.106142,1.869944,2.051555,2.419048,3.032165,1.371835,3.513404,1.371835,1.938447,3.562008,3.69214,3.193076,1.371835,2.316484,3.263635,2.406616,2.804652,3.183748,2.052829,2.210852,5.554758,3.792988,3.605138,2.422014,2.751604,2.047864,4.650721,3.124382,3.146535,3.634323,2.833678,1.371835,2.895874,1.371835,2.49908,2.901031,1.371835,3.02423,2.898101,2.31051,3.379611,3.070293,3.262431,2.267826,3.085471,4.090988,2.266448,1.371835,3.05553,1.371835,4.094549,4.742763,3.2142,3.431513,2.846522,4.050284,1.967264,3.882906,2.988386,1.959143,2.122614,1.371835,4.150122,2.524241,2.950109
POR,8.00485,9.890915,9.92429,10.116674,9.345612,9.861621,9.700472,7.789932,11.177408,9.143818,8.635846,11.027447,10.082367,11.468518,9.902344,7.233661,10.84782,9.060106,8.683506,10.258792,10.816374,10.478989,11.229035,8.280197,10.610828,8.139417,8.868022,8.059608,8.818153,8.721497,7.54947,9.678442,8.852784,11.286505,9.189916,10.044191,11.062724,9.114091,8.241847,8.703273,7.736407,9.230021,7.865037,10.615897,8.735502,10.050837,8.090071,11.506572,9.682637,9.550186,8.009859,7.353206,9.129603,9.79091,10.018956,10.359408,10.671844,11.08539,8.24244,8.360311,9.389872,10.969655,8.998155,7.942685,10.277919,8.733787,10.693894,9.375593,10.228166,8.828188,9.649207,8.62626,9.439991,9.015051,10.040426,9.583161,9.717972,10.480441,8.142181,9.665987,9.290277,8.960311
RAC2,12.026641,13.112571,12.10713,12.472764,13.03651,12.606207,13.167973,11.532097,14.161166,12.571366,12.895075,12.962622,12.810309,14.243896,12.358919,11.144,13.885842,12.335151,11.650511,12.489693,13.251125,12.985771,13.787963,11.767801,12.950383,12.080461,12.672379,12.095509,13.158207,12.296384,11.437953,12.892342,12.608552,13.333806,12.970797,12.542433,13.549101,12.490383,11.765221,12.087436,11.698083,12.152202,11.455549,12.963085,12.694313,12.719045,11.762579,13.813301,12.935521,12.804472,11.718145,11.419331,12.285488,13.189214,13.646275,12.94296,13.106319,13.255209,11.729032,11.771635,12.358844,13.645005,12.853419,12.329457,12.591864,11.963362,13.16878,12.459798,13.128451,12.351571,13.323796,11.576346,13.094928,11.862115,12.924653,12.285617,12.419335,12.397644,11.282484,12.129987,12.646001,13.075551
IVD,7.532369,7.839903,6.435919,7.508218,7.280024,7.602236,6.957593,7.780134,6.036539,8.12509,7.729077,7.317036,7.090911,6.332479,7.281691,7.576683,6.674329,6.908005,7.913986,7.437349,7.262482,6.983608,6.450189,7.72973,7.498631,7.558275,7.809332,7.886658,7.70306,7.377576,8.123761,6.65646,7.746401,7.761559,7.365914,6.990647,6.983164,7.60778,8.027433,7.821271,8.007274,7.343754,7.43953,7.117906,7.491467,7.607083,7.740846,6.7743,6.552606,7.267849,7.928687,8.381282,7.792953,7.249972,7.135474,6.86871,6.760269,6.787091,7.187203,7.690533,7.56808,7.051436,8.479938,8.14226,6.577455,9.139224,6.63571,7.220204,7.830918,8.05788,7.950456,7.409909,7.76815,6.992889,7.421534,7.613411,7.944862,7.269241,7.524276,7.43968,7.790643,8.155314
SLC27A1,4.935124,7.341836,4.797012,6.109231,5.685445,5.656338,5.361003,5.834249,4.318865,5.226237,6.934498,5.637124,6.477853,5.116051,6.417676,5.404005,4.573487,4.600138,6.319069,6.793068,6.805146,5.861242,5.933672,6.198797,4.918265,4.76069,5.686886,7.003787,6.036203,6.491188,6.751092,4.604715,3.453602,6.566782,6.408165,5.224721,6.165701,5.356746,6.965643,7.000488,6.138879,5.46943,5.739207,6.319772,5.530692,6.473775,5.922479,4.138141,3.84437,6.151447,6.135607,5.998606,7.344785,5.41342,6.343344,6.77022,5.551371,4.880056,5.251385,6.270899,7.012539,6.209012,7.793241,6.00974,6.578504,5.611831,5.765114,7.246913,5.641093,5.341055,6.766764,5.277341,6.500534,6.906711,6.351879,7.084843,6.754905,5.908262,5.26193,6.487176,6.893575,6.497511
ASS1,3.532137,2.960773,2.17548,1.491193,2.514937,2.093935,3.030984,2.891062,1.491193,2.771791,1.491193,1.491193,1.491193,1.491193,1.491193,1.491193,1.491193,2.223649,3.142284,1.491193,2.324752,2.705822,1.491193,1.491193,3.807482,3.852389,2.651457,2.074387,1.491193,1.491193,2.025319,3.066986,1.491193,1.491193,3.459048,2.150482,1.491193,3.028867,1.491193,1.491193,2.5079,3.251597,1.491193,1.491193,2.508793,1.491193,3.025995,2.22077,4.195774,2.627188,2.149334,1.988946,1.491193,3.91407,2.893612,2.8674,2.139251,2.414476,3.713275,2.281687,2.109326,2.107306,2.692491,3.654748,1.491193,1.491193,1.491193,1.491193,1.491193,2.734884,2.548547,3.178717,3.15313,1.491193,1.491193,1.491193,1.491193,4.23833,2.330158,2.149783,2.606869,2.719925
SESN2,6.499984,7.069908,7.901661,8.446742,7.321972,7.446515,7.155803,5.991409,9.101077,6.953142,7.169243,9.006978,7.059505,7.519433,6.988527,6.08262,7.780805,6.513672,6.424474,7.398242,8.431961,8.679647,7.796179,6.242768,9.223399,6.63532,6.45078,6.384294,7.306179,6.84253,5.889062,7.566456,7.683169,7.322809,7.280518,7.239089,7.801993,7.134239,6.680199,7.033517,6.503682,6.436579,5.60407,7.310767,7.551737,6.791192,6.423068,9.100565,8.095881,6.78795,6.537965,6.737461,6.721843,7.442135,8.023274,7.883473,8.264243,9.21412,6.710622,6.477526,6.847388,8.962448,7.625595,7.000331,6.31788,6.656407,7.544853,6.922357,8.105141,7.181657,7.52811,6.520048,7.108178,6.517275,6.575119,6.256601,7.124385,7.632978,6.436634,6.514174,7.330175,7.15996
COX7B,7.720752,6.745443,8.10478,7.886132,6.959261,7.577953,7.036049,8.022239,7.851065,6.268749,6.327817,8.320288,7.976685,8.357011,7.94988,8.198859,8.151005,7.682916,6.846668,7.23859,8.043356,7.779991,7.96008,6.822169,6.606937,7.269048,6.124688,6.563377,7.250931,7.527541,7.224291,7.881096,8.146193,7.240891,8.071089,7.831664,7.203228,7.685588,6.952425,7.327534,7.285247,7.98583,7.265349,7.022041,7.110493,6.664806,8.097607,6.302778,8.48463,7.062195,6.665724,6.723543,7.50473,7.402266,6.52728,6.89233,7.802098,7.792674,8.291153,7.222098,7.509769,6.288678,4.828934,6.143606,7.950434,6.129197,7.718354,7.280437,7.773282,7.684022,4.822245,7.952209,6.413083,7.694031,6.917158,7.070085,6.632718,7.759897,8.012628,7.750921,6.162382,5.753545
MRPS25,7.242888,6.772831,7.390157,7.320731,6.707627,6.962829,6.823437,7.817327,5.723514,7.977608,7.463712,7.031685,7.235467,6.317818,7.256589,7.761484,6.406309,7.370819,7.313633,7.205038,6.25414,7.142421,6.101199,7.923611,7.043838,7.188596,7.212141,7.409587,6.463122,7.068777,8.099846,6.622851,6.920297,6.877968,6.617668,6.780341,6.769158,6.306589,8.009864,7.388085,7.486578,7.293851,8.21846,7.174958,7.034481,7.507756,7.664032,6.059426,6.948698,6.965175,7.680015,8.025901,7.70938,7.049799,6.247392,6.997822,6.849178,6.946217,7.074369,7.475058,7.03657,6.634401,7.349605,7.411072,7.146716,8.618892,6.481368,7.452353,7.390254,7.065644,7.012651,7.31205,7.3691,7.526019,7.225824,8.258617,7.54081,6.847627,7.478312,7.52456,7.502942,7.432987
MCCC2,7.47949,6.977391,6.651178,7.228961,6.905698,7.028367,7.169549,7.502915,5.146421,7.612338,7.415959,6.727644,6.765388,5.898763,7.109659,7.807506,6.483799,6.725799,7.470149,7.108114,6.480157,6.804774,5.518795,7.611796,7.028738,7.934353,7.623178,7.456715,6.656393,6.86712,7.959759,6.323499,7.787564,6.694682,6.948843,6.891772,6.414633,6.606847,7.370988,7.115785,7.703366,7.554156,7.667353,6.626367,7.098088,7.294735,7.674359,6.186127,6.88076,7.229465,7.859945,8.078723,7.304363,7.484415,6.437938,6.66488,7.230822,6.551175,7.503411,7.660329,7.247114,6.612366,7.678481,7.778386,7.168795,8.657979,6.525279,7.091424,7.116709,7.317665,7.570555,7.621044,7.480644,7.080774,7.461704,7.560953,7.562435,6.74696,7.258696,7.04329,7.61428,7.497033
ENOSF1,6.060294,5.806455,5.725936,6.625805,6.717239,6.411742,5.867329,6.738691,6.12359,7.220476,6.295927,5.875627,6.274386,4.112768,6.282353,6.902546,4.918266,5.420202,6.528594,6.441865,5.115791,6.915758,4.099428,7.775186,7.01494,7.189991,6.580223,6.557189,6.323982,6.327024,7.479552,5.481706,6.754609,4.996278,5.930014,5.744047,5.809278,6.183091,6.224987,6.265729,6.264173,5.889871,7.495085,6.770117,6.155394,6.193473,6.881414,4.850239,5.932698,5.800686,6.993787,6.988268,6.449967,6.75415,5.441568,5.97541,5.13386,4.966586,6.272729,6.792369,5.645064,5.323147,6.473899,6.755456,5.560872,4.384791,4.879748,5.310356,6.768067,5.953766,6.915697,6.505131,6.179313,5.71578,6.534018,7.696249,7.444802,6.188349,7.189051,6.0757,6.838263,7.096773
STARD13,2.245601,2.280523,3.942597,3.233589,2.776255,2.829049,2.559573,2.055282,6.295556,2.27605,2.080073,2.377199,3.171892,4.648357,1.975089,2.245459,3.353828,4.225851,3.269263,2.632231,2.503995,3.71345,2.390312,2.878097,2.9202,2.413011,2.731233,2.482988,2.962302,2.109754,2.383702,2.631534,2.489455,2.220506,2.490628,3.139557,3.512819,2.330379,2.743855,2.109058,3.119186,1.248878,1.884886,4.091165,2.50854,4.001834,1.798954,3.01966,5.357498,2.682694,2.247079,2.780384,2.061641,2.711509,2.231597,3.733365,2.61246,3.427991,3.103588,2.321882,2.091827,3.368203,2.086459,2.421786,2.654385,3.104251,2.138402,3.227779,2.903637,2.751234,1.248878,2.072143,2.497975,3.936693,3.611295,3.438806,3.04446,1.955211,3.169634,3.427982,3.00005,2.323259
DGLUCY,9.879806,9.23096,8.276574,9.968815,9.279965,10.608005,9.631168,9.080685,7.457022,9.97259,10.22453,7.941961,8.855168,7.750822,10.137441,9.937801,10.668307,8.006579,9.456592,8.697457,8.395698,7.472246,8.226243,10.095423,6.452491,9.50512,10.373542,9.352222,10.304565,9.142854,8.889775,8.821815,9.143923,9.579241,10.5325,9.512726,8.061502,10.617442,10.370153,10.607503,9.856104,9.338547,9.742982,9.390401,10.614915,10.098409,9.154241,9.318041,7.419954,8.760631,9.678826,9.631219,9.557915,10.320271,9.793659,8.533962,8.083254,7.470896,9.303501,9.069728,9.687125,8.476639,10.511419,9.891828,9.182713,8.607585,9.915768,9.848306,10.568529,9.753203,9.921702,9.341906,9.790702,9.994424,9.099749,9.432651,9.206261,11.986211,8.354174,9.741426,10.473093,10.63082
CCNB1,7.059349,4.242931,6.363751,4.126459,6.575101,5.820401,6.59081,5.849637,7.997435,5.682485,5.363153,5.031241,4.160861,6.675265,4.041129,4.837231,5.213588,7.062555,5.431067,4.749584,4.284375,6.802571,4.108229,4.395953,7.108464,7.071059,5.470669,5.315798,4.526631,4.606612,4.29445,5.538714,7.345371,3.30322,5.544075,6.515815,3.530304,5.37105,3.850339,4.105213,4.69581,6.669026,4.123772,4.798863,5.937243,3.357172,7.092517,5.214003,7.687383,5.106637,5.103442,4.59735,4.056827,7.193396,5.718073,4.890878,5.895513,5.154228,7.285389,4.59311,4.512622,4.629105,4.807693,5.960354,3.196639,4.932617,3.84029,4.026652,5.320943,6.780006,6.125848,7.360616,5.309431,3.447385,5.084622,3.945485,4.276086,5.349149,7.846165,3.171062,4.630278,5.033979
BLOC1S1,6.699441,7.708554,7.555347,7.181846,6.991888,7.975246,8.005298,6.55393,9.727221,6.361353,7.045567,7.898662,7.692661,9.020993,7.302693,6.574149,7.647328,8.291715,6.427739,7.659894,7.603243,7.6698,8.733494,6.399389,7.051475,6.532588,7.221393,6.623596,7.635323,7.118634,6.331047,7.428274,7.253674,7.814383,8.056811,7.026224,8.052777,7.420565,6.34305,6.913204,6.631834,6.766037,6.236976,7.377727,7.079863,7.453433,6.839163,8.446293,7.678856,8.104642,6.519124,5.982698,6.680054,7.569432,7.730777,7.89015,7.714073,8.25371,7.115126,6.577901,6.654117,7.934169,6.657739,6.209904,7.411814,7.239029,7.826599,6.324171,7.42149,6.782921,7.145678,7.090622,6.905873,6.902863,7.262544,6.867982,6.781767,7.702515,6.509706,6.958727,6.942908,7.137867
COQ10A,5.631196,4.827114,4.467039,5.090828,4.736218,4.982084,4.337505,5.649942,4.068938,6.018894,5.67468,4.344389,4.295529,3.52235,5.083322,5.388237,4.568293,5.159687,5.220674,5.413211,4.097491,5.341654,3.858568,5.959067,5.792429,5.374203,5.306324,5.367599,4.851648,4.825329,6.214318,5.036465,5.241526,4.623521,4.754868,4.382012,4.289526,4.247001,5.49585,4.228344,4.607304,5.108948,6.024124,4.410022,4.984017,4.316298,5.333235,4.139698,4.429808,4.972513,5.91567,6.654848,5.438334,5.037759,4.295342,4.5851,4.595689,5.075019,4.61767,6.128417,5.302436,4.60792,5.434979,5.780726,4.718599,7.289741,4.466453,4.93044,5.79122,5.121261,5.471521,5.316226,5.210181,4.744639,4.616228,5.77957,6.080711,4.873551,5.588233,4.633866,5.442536,5.71523
